D_setpoint,CAf_setpoint,T_setpoint,true_CB_final,true_CA_final,measured_D,measured_CAf,measured_T
0.21990945606680257,11.75075702731696,335.88182271395584,1.3228374073876266,3.362855142380749,0.190192;0.255442;0.212877;0.256922;0.235969;0.209364;0.161638;0.164494;0.232343;0.240847;0.221663;0.228238;0.244256;0.271527;0.253125;0.207162;0.222608;0.219039;0.244972;0.213353;0.238961;0.249995;0.127688;0.155228;0.186494;0.226050;0.229800;0.257401;0.258868;0.266054,11.723220;12.034103;12.544080;11.616875;11.978877;12.025426;11.857628;11.560718;11.966429;11.799567;11.498644;11.771098;11.734681;12.076331;11.693136;12.070882;11.759805;11.664701;11.819882;12.008497;12.260409;11.748946;11.665331;12.399291;12.141611;11.094761;11.992495;11.748307;12.028466;11.572810,336.973051;335.222564;338.779235;333.359813;336.271553;333.775556;337.077875;335.188439;334.576471;341.507011;339.065819;335.612023;337.925742;335.362894;334.997579;335.474118;333.676942;336.952907;338.954883;336.327781;335.821456;337.917623;334.209936;334.906095;334.195572;333.855526;333.597212;336.654098;336.062645;336.436219
1.180864714958966,10.642820474454467,332.5869476860266,1.2778212475604005,6.455947052562735,1.209091;1.188870;1.215343;1.191135;1.120669;1.174425;1.184199;1.143514;1.191930;1.229409;1.166561;1.170991;1.199510;1.201711;1.146512;1.159237;1.112422;1.139933;1.170917;1.125179;1.190434;1.086801;1.221890;1.129312;1.131080;1.212088;1.208423;1.156483;1.242370;1.140904,10.747435;10.726146;10.883925;10.531819;10.302708;11.039704;11.126519;10.838751;10.508685;10.884260;10.384220;10.847543;11.005127;11.695603;11.094469;10.115810;10.671429;10.299203;10.299117;10.486924;10.434537;10.748084;10.721558;10.844564;10.663205;10.556191;10.648807;10.408243;11.005209;10.653763,332.299883;333.858536;330.483022;333.807038;334.857195;327.373616;331.203697;334.347044;333.182922;335.822397;329.559607;335.128475;335.707961;328.703282;329.645361;335.138283;336.948929;328.900001;334.497867;333.884441;336.446011;334.679042;334.791639;332.005117;332.491611;334.424823;333.717831;334.467430;335.618611;333.656407
0.5690533900208364,9.611969449704628,361.98930539717753,0.7812214079149379,1.9377961057925965,0.581001;0.519661;0.534360;0.593923;0.577812;0.566477;0.562710;0.579296;0.591775;0.579137;0.551154;0.593634;0.484638;0.581814;0.625910;0.564262;0.512949;0.528357;0.597257;0.582686;0.562589;0.536853;0.568136;0.525080;0.555623;0.571250;0.509326;0.573192;0.570214;0.531724,9.754605;8.822662;9.520024;9.271294;9.375684;9.785930;9.515954;9.988826;9.669599;9.621414;9.092252;8.908397;9.564016;9.845703;9.261287;10.134527;9.967062;10.154614;9.904224;9.725927;9.924904;9.215261;9.713322;9.470477;9.118458;9.499433;9.901766;9.401665;9.994272;9.607238,363.309429;361.623349;362.977429;359.867102;362.439510;360.842146;361.298162;362.125537;359.074752;364.464286;361.668078;361.087464;357.246386;363.014067;362.921331;362.874523;361.187927;361.452295;358.110983;363.262956;364.634257;359.656504;363.529513;358.747569;358.537223;360.757912;361.614643;360.647237;363.487452;361.644796
1.2698992630600965,9.772761031253884,364.8323210807355,0.963775594367231,2.722485066771831,1.222904;1.325901;1.294750;1.312985;1.303013;1.283644;1.278566;1.315684;1.234160;1.267958;1.282059;1.272271;1.324504;1.261377;1.229647;1.245598;1.264455;1.195836;1.274601;1.282433;1.216290;1.223777;1.232232;1.298811;1.262128;1.263881;1.252478;1.204024;1.339932;1.386936,9.848565;9.840388;9.743136;10.283274;9.862251;9.949361;9.647614;10.286386;9.659109;9.733067;10.061604;9.065208;9.784342;10.354664;9.900914;9.760507;9.778624;9.404455;9.567503;9.943457;9.319086;10.015178;9.877476;10.195603;9.908958;9.211734;9.575637;9.970845;9.891141;10.096518,366.683341;363.839127;366.319700;364.749275;365.685295;363.128662;362.738549;367.511749;367.312648;369.750076;365.654181;364.198086;363.384443;360.392226;365.049343;365.280812;362.988762;366.523764;364.001444;364.606395;362.886581;365.607714;362.712823;364.723793;366.590055;366.152685;365.527796;366.455287;363.263991;371.138704
0.18656369425228364,11.801246918541933,362.4580909466795,0.2675607530400724,0.5757221976387976,0.122840;0.158440;0.236933;0.149335;0.188063;0.093478;0.187080;0.200973;0.192730;0.235227;0.189942;0.187574;0.200991;0.234999;0.153758;0.235976;0.213982;0.239493;0.190382;0.184298;0.197320;0.201474;0.193362;0.234599;0.151218;0.208396;0.227409;0.218040;0.168388;0.081537,11.929406;11.592607;11.885709;11.927525;12.007054;11.918845;11.504821;11.357137;11.894215;11.832003;11.663258;11.965586;11.599586;11.979046;11.634385;11.659378;12.119174;11.708125;12.323583;11.782221;11.896473;11.831944;11.972048;11.825736;11.903743;11.970378;12.069794;12.108407;11.681514;11.653231,359.127108;363.225853;362.709965;362.680386;362.887134;363.075140;366.465656;360.956275;362.382182;363.387911;361.594604;361.784838;363.517619;361.517376;364.508377;367.423013;360.469263;359.577942;361.962862;363.135881;362.354251;363.972523;362.047058;361.831406;361.745998;360.388298;361.414477;362.437539;361.696287;362.944387
0.38258127101628314,8.608167774642753,364.0676223310144,0.6221948738256172,1.4961500594179569,0.405827;0.354325;0.370394;0.329250;0.312841;0.313789;0.402965;0.396930;0.348819;0.389628;0.369748;0.305267;0.359306;0.390063;0.387370;0.384856;0.419410;0.400116;0.285602;0.384725;0.370371;0.338966;0.396847;0.370196;0.440977;0.351809;0.443206;0.436384;0.358092;0.430304,8.048914;8.410484;9.088233;8.732406;8.424062;8.588842;8.373096;8.979813;9.038312;8.942207;8.732327;9.342154;8.399772;8.570404;8.473750;8.945636;9.014655;8.670400;8.448450;8.520654;8.520294;8.343892;8.312069;8.671489;8.856327;8.087472;8.791640;8.689572;8.706201;9.100092,363.780454;364.949718;365.863526;364.191022;361.630725;363.896309;362.693289;364.836471;366.613593;368.592725;363.414248;363.632457;365.750175;365.035994;361.920665;363.973124;363.939525;365.762553;359.182488;364.400537;364.029581;362.167207;363.073723;365.155688;361.606044;365.110437;361.684524;363.069457;362.584637;364.597114
1.4600091621445344,9.499997869696134,348.0139278869551,1.2501438320751823,4.671272608604023,1.449477;1.467102;1.433429;1.367188;1.475260;1.501881;1.449299;1.397662;1.466823;1.458178;1.436809;1.364470;1.462713;1.460188;1.429282;1.411568;1.515690;1.492857;1.480420;1.428725;1.505177;1.511903;1.429251;1.467458;1.486272;1.477164;1.448674;1.409842;1.427712;1.467237,9.869563;9.574686;9.182829;9.616803;9.077114;9.838797;9.088816;10.231590;9.362096;9.090628;9.446336;9.234836;9.876172;9.097231;9.142025;9.831208;9.435220;9.806853;9.712817;9.358962;9.142974;9.331795;9.187406;9.414252;9.581629;9.383870;9.500785;9.236219;9.415471;9.838712,346.665801;352.304711;344.459884;346.309210;347.505319;347.566988;345.422007;347.843704;348.759470;350.191190;348.822203;344.722600;351.551002;347.921112;351.488372;343.126872;345.211123;343.065067;344.536999;348.673111;351.316547;347.410508;348.457148;350.209906;348.758447;345.117108;348.382519;347.089783;346.151279;350.667579
0.9579651324464877,9.499244902828327,364.10218669987444,0.9280351890764664,2.537650223117343,0.926145;1.004472;0.967786;0.936087;0.917420;0.985109;0.988283;1.031894;0.933451;0.963510;0.984308;0.943749;0.894935;1.026233;0.938254;0.968166;0.938991;0.959288;0.923755;0.937916;0.923555;0.965829;1.034679;0.994764;0.913240;0.896725;0.940833;0.881137;0.992641;0.977362,10.089336;9.316150;9.788985;9.421569;9.417300;9.705279;9.494202;9.307028;9.226746;9.193932;9.298819;9.146405;9.108132;9.112247;9.237301;9.362824;9.532192;9.608594;9.102545;9.699579;10.193388;9.684050;9.736416;9.642060;9.663129;9.822662;9.950683;10.038354;9.094284;9.340578,364.158096;364.996330;366.217967;367.890681;361.624382;362.381830;365.433371;369.050088;364.589551;369.641232;361.285739;364.195553;364.142631;363.449485;365.659082;366.469831;366.395673;363.113178;365.340250;364.026592;366.493594;361.856700;362.773070;367.173835;363.079094;370.310840;362.379443;361.202858;363.507835;365.374712
1.5095500059451352,8.339036971397803,356.21161542242595,1.076456320987581,3.6697607288122054,1.471844;1.541348;1.508979;1.504518;1.482598;1.527109;1.484701;1.563037;1.487032;1.454925;1.534630;1.473927;1.524898;1.498602;1.535119;1.541136;1.452531;1.525681;1.545852;1.457575;1.504477;1.493215;1.514018;1.535967;1.428919;1.487826;1.499926;1.540803;1.535842;1.446951,8.793004;7.848189;8.148332;8.108396;8.655205;8.238259;8.574894;8.334243;7.624399;8.709266;8.790258;8.536513;7.764778;8.743131;8.468714;8.377219;8.547524;7.917460;8.944831;8.542390;8.955375;8.621601;8.606562;8.622333;8.213645;8.188496;9.010033;8.105922;8.217572;8.320829,356.867043;356.682745;359.104869;357.757880;358.718922;355.846107;355.297054;350.832449;359.705277;357.516924;359.254331;358.708411;354.976616;354.884465;355.444564;356.648448;356.140498;354.571922;361.303118;354.498141;356.117249;359.427887;354.527772;358.611884;356.827572;357.305924;358.990826;355.238985;354.790437;354.979723
1.2804244201439383,10.008244191224929,349.52744761849476,1.2921607617234108,4.452942221302586,1.237293;1.269953;1.365659;1.259665;1.311266;1.277125;1.287930;1.257891;1.280321;1.212565;1.269573;1.255800;1.270235;1.295084;1.272171;1.281251;1.251236;1.298518;1.273072;1.313463;1.238402;1.326485;1.233291;1.286617;1.342359;1.275421;1.208183;1.183324;1.279227;1.306172,9.994694;10.136723;10.311589;10.468969;10.221325;10.015882;10.197528;9.804231;10.090604;9.709413;10.223482;9.604022;10.008689;10.302889;10.096178;10.053405;10.243144;9.917812;9.681559;9.571976;9.492695;10.124591;9.963465;10.182937;9.821862;9.577098;10.270897;9.635626;10.287152;10.486823,348.901964;351.117148;345.896735;347.504132;352.674376;347.458714;345.716871;344.087402;352.063691;348.329081;345.834255;352.535846;348.516602;347.051535;348.201232;353.668907;356.388189;346.711132;351.681369;351.881585;351.923056;344.969977;349.141207;347.839042;350.347409;350.400358;338.835412;352.752227;351.913160;351.362446
0.2710859773149035,11.91318119528902,356.6538817417768,0.9108059576109131,2.1552735794858258,0.230025;0.241661;0.277627;0.215560;0.281051;0.253204;0.285038;0.205601;0.223222;0.257875;0.216218;0.236304;0.292238;0.246092;0.289324;0.254656;0.223886;0.317866;0.194436;0.330339;0.276957;0.242998;0.238465;0.278243;0.298477;0.297232;0.214334;0.310285;0.241791;0.325080,11.732496;12.212623;12.093136;11.953985;12.110952;11.811912;12.074382;11.561269;11.713607;11.876267;12.093280;12.142048;12.098103;12.231862;11.721480;12.184068;11.151872;12.013108;11.982510;12.169151;12.554667;12.350348;11.756461;11.931470;11.961817;12.694348;12.272335;11.515337;11.810719;11.794336,355.946827;354.316426;357.894366;356.064294;358.792070;357.242944;358.992295;352.225265;356.882440;355.201757;354.504941;357.073839;350.525797;358.448996;355.345536;353.380564;359.668110;360.363936;356.916183;361.402606;355.475269;354.657889;354.622312;357.473093;358.465915;357.176542;355.694730;359.958305;352.759695;352.908449
1.0221887224523818,9.745022097152544,330.8049654005244,1.1666594680977986,5.654390455566471,1.010498;1.048059;1.003950;1.040613;1.059210;1.013196;1.090500;1.038157;1.019439;1.025967;1.037679;1.064447;1.056534;0.993282;0.985334;1.068244;1.040279;0.960934;1.015384;0.986239;1.043160;1.006741;1.010311;0.977193;1.046319;1.035732;1.027431;0.992960;0.982487;1.039978,9.294331;9.194243;9.572814;9.678179;9.473280;9.981883;9.230633;10.179855;9.789975;9.732856;9.325050;9.483791;9.870845;9.874445;9.225569;10.043749;10.029636;9.236039;10.017961;9.238917;9.551789;9.252065;9.704994;9.215448;9.620096;9.413244;9.446465;9.227189;9.957256;9.290944,331.709536;327.066427;329.263495;329.091297;333.321780;331.190294;332.085432;330.094808;331.200400;322.429950;335.627920;328.830625;332.588330;328.420098;334.378539;331.003712;327.653379;328.142061;331.784824;333.005032;329.716232;334.419716;331.794551;331.241287;335.683477;327.315366;330.820177;329.815219;333.163778;332.485386
0.8765650837762612,10.504031340038466,351.6629081166361,1.2376870211657631,3.6237367733767147,0.925824;0.890061;0.896368;0.869658;0.907541;0.840266;0.825879;0.821561;0.869877;0.893765;0.847829;0.967092;0.858652;0.857562;0.872131;0.850681;0.929818;0.891794;0.820453;0.893308;0.875794;0.852428;0.855142;0.836787;0.907905;0.821210;0.923430;0.838269;0.896065;0.918622,10.571674;10.673126;10.065625;10.654165;10.478746;10.890187;9.829653;11.036489;9.712650;9.858840;10.302227;10.912123;10.674113;10.162368;10.550514;10.608954;9.880438;10.815870;10.036262;10.860365;10.552148;10.146217;10.824845;10.383125;10.996423;10.854107;10.465354;10.670977;9.958204;10.651424,348.629057;350.049416;351.081006;350.018921;352.918159;354.735066;353.368012;346.280929;350.018796;352.310082;354.284507;351.168579;349.970124;353.759960;348.543937;348.587122;349.383597;347.468424;351.650591;356.873154;351.424773;356.199573;352.274259;350.061675;351.012634;357.846775;350.320593;349.946854;351.636462;354.642671
1.4638942842732061,11.906172815242977,335.56479415276465,1.387330170903355,6.631021721715131,1.501281;1.428304;1.502139;1.492155;1.490966;1.482648;1.438422;1.406879;1.483121;1.537483;1.510423;1.475373;1.481205;1.453746;1.482579;1.527670;1.478812;1.488018;1.443372;1.488844;1.446879;1.437448;1.469019;1.492216;1.436460;1.504359;1.476107;1.477860;1.380145;1.491413,12.050251;12.170472;11.671518;11.677570;12.380889;11.453316;12.350924;12.160730;12.428024;12.318229;11.962699;12.204138;12.199936;12.229235;11.694524;11.545487;11.560385;11.637282;11.465965;11.674510;11.827145;11.582579;11.902518;12.431598;11.869283;12.091844;11.999462;11.988128;11.705723;11.684250,336.996655;335.671148;338.010568;334.190182;331.503916;333.362838;338.822794;331.129808;338.405045;330.920575;335.092121;334.281754;335.388071;340.313162;331.152935;338.581209;336.288056;340.839286;334.633987;335.044700;332.902128;333.828357;337.682588;332.740901;335.002611;329.828021;338.220037;338.925235;337.186173;340.196470
